date,2y_par_yield,5y_par_yield,10y_par_yield,usd_vnd_central,usd_vnd_market,deposit_rate,lending_rate,us_10y_yield,us_2y_yield,dxy_trade_weighted,cpi_vn_index,cpi_yoy_pct,cpi_mom_pct,sbv_refinancing_pct,sbv_discount_pct
2009-11,,,,,17844.571428571428,9.96,10.464,3.4026315789473687,0.8031578947368421,91.79961052631579,6.3755015376,,,9.0,7.0
2009-12,,,,,18307.545454545456,10.23,12.0,3.5900000000000003,0.8745454545454545,92.25861904761905,6.3755015376,,,9.0,7.0
2010-01,,,,,18217.3,10.23,12.0,3.7331578947368427,0.9289473684210525,92.44030000000001,12.8140330279,,,9.0,7.0
2010-02,,,,,18484.15,10.23,12.0,3.691052631578947,0.856842105263158,93.88668000000001,12.8140330279,,,10.0,7.0
2010-03,,,,,18980.958333333332,10.32,12.0,3.7273913043478264,0.9586956521739131,93.14987826086957,12.8140330279,,,10.0,7.0
2010-04,,,,,18877.8,10.965,13.86,3.8468181818181817,1.0604545454545455,92.63908636363637,12.8140330279,,,10.0,7.0
2010-05,,,,,18880.423076923078,11.175,13.23,3.4200000000000004,0.8305,95.53063999999999,12.8140330279,,,10.0,7.0
2010-06,,,,,18896.69230769231,11.223,13.23,3.2040909090909087,0.7245454545454545,96.06062727272727,12.8140330279,,,10.0,7.0
2010-07,,,,,18937.46153846154,11.1,13.25,3.0114285714285716,0.6166666666666666,94.45469047619048,12.8140330279,,,10.0,7.0
2010-08,,,,,19072.444444444445,11.1,13.0,2.6986363636363637,0.5204545454545455,93.68223181818183,12.8140330279,,,10.0,7.0
2010-09,,,,,19328.846153846152,11.1,13.251,2.6476190476190475,0.48,92.76259523809524,12.8140330279,,,10.0,7.0
2010-10,,,,,19301.8,11.004,13.251,2.54,0.376,90.22912,12.8140330279,,,10.0,7.0
2010-11,,,,,19399.863636363636,12.0,13.251,2.763,0.454,90.509535,12.8140330279,,,10.0,7.0
2010-12,,,,,19461.739130434784,13.878,15.3,3.290909090909091,0.6181818181818182,91.18347142857144,12.8140330279,,,11.0,7.0
2011-01,,,,,19382.0,13.878,15.3,3.3939999999999997,0.6144999999999999,90.11122,18.1271751705,,,11.0,7.0
2011-02,,,,,19445.3,14.004,16.418,3.5763157894736843,0.7726315789473684,89.3966894736842,18.1271751705,,,11.0,7.0
2011-03,,,,,20477.25,14.004,16.418,3.4143478260869564,0.697391304347826,88.48722608695653,18.1271751705,,,11.0,7.0
2011-04,,,,,20762.666666666668,14.004,17.91,3.4549999999999996,0.7344999999999999,86.92136666666667,18.1271751705,,,11.0,7.0
2011-05,,,,,20486.962962962964,14.004,18.075,3.168571428571429,0.5552380952380952,86.94640476190476,18.1271751705,,,11.0,7.0
2011-06,,,,,20479.884615384617,14.004,18.075,3.002272727272727,0.4104545454545454,86.94125454545454,18.1271751705,,,11.0,7.0
2011-07,,,,,20521.5,14.004,18.09,3.003,0.40650000000000003,86.31780499999999,18.1271751705,,,11.0,7.0
2011-08,,,,,20593.14814814815,14.004,18.09,2.3030434782608693,0.23043478260869565,86.89824347826087,18.1271751705,,,11.0,7.0
2011-09,,,,,20736.80769230769,14.004,17.55,1.975238095238095,0.21142857142857144,89.72526666666667,18.1271751705,,,15.0,13.0
2011-10,,,,,20805.12,14.004,16.695,2.152,0.2805,90.60984499999999,18.1271751705,,,15.0,13.0
2011-11,,,,,20798.409090909092,14.004,15.51,2.0134999999999996,0.2535,91.26488,18.1271751705,,,15.0,13.0
2011-12,,,,,20954.727272727272,14.004,15.315,1.9780952380952381,0.2571428571428572,92.20559047619047,18.1271751705,,,15.0,13.0
2012-01,,,,,20832.136363636364,14.0,15.44,1.9665,0.2405,91.646265,6.8160294548,,,15.0,13.0
2012-02,,,,,20805.14285714286,14.004,15.36,1.9675,0.27799999999999997,89.9605,6.8160294548,,,15.0,13.0
2012-03,,,,,20804.130434782608,12.96,15.1,2.1727272727272724,0.34454545454545454,90.51121363636364,6.8160294548,,,15.0,13.0
2012-04,,,,,20795.44,12.0,14.7,2.052857142857143,0.2919047619047619,90.81560952380953,6.8160294548,,,15.0,13.0
2012-05,,,,,20711.88888888889,11.04,14.3,1.8031818181818182,0.28500000000000003,92.49278636363637,6.8160294548,,,15.0,13.0
2012-06,,,,,20712.16,9.0,12.6,1.6223809523809525,0.2919047619047619,93.88086666666666,6.8160294548,,,15.0,13.0
2012-07,,,,,20695.40740740741,9.0,12.5,1.5266666666666668,0.2480952380952381,93.40616666666668,6.8160294548,,,15.0,13.0
2012-08,,,,,20536.333333333332,9.0,12.49,1.6782608695652175,0.26869565217391306,92.5282652173913,6.8160294548,,,15.0,13.0
2012-09,,,,,20537.08,9.0,12.49,1.7231578947368422,0.25526315789473686,90.98020000000001,6.8160294548,,,15.0,13.0
2012-10,,,,,20609.115384615383,9.0,12.37,1.7461904761904763,0.27714285714285714,90.75663,6.8160294548,,,15.0,13.0
2012-11,,,,,20569.727272727272,9.0,12.37,1.654,0.268,91.47508,6.8160294548,,,15.0,13.0
2012-12,,,,,20610.190476190477,8.04,11.94,1.719,0.257,90.88039,6.8160294548,,,9.0,13.0
2013-01,,,,,20565.695652173912,8.01,12.0,1.9147619047619049,0.2652380952380953,90.82551428571429,6.036125096,,,9.0,13.0
2013-02,,,,,20613.8,8.01,11.86,1.9842105263157896,0.2673684210526316,91.55087368421053,6.036125096,,,9.0,13.0
2013-03,,,,,20659.045454545456,7.56,11.68,1.9575,0.256,92.41318,6.036125096,,,9.0,13.0
2013-04,,,,,20632.76923076923,7.38,10.32,1.7590909090909093,0.2322727272727273,92.04782272727272,6.036125096,,,9.0,13.0
2013-05,,,,,20704.777777777777,6.93,10.2,1.9281818181818182,0.25045454545454543,92.52896818181819,6.036125096,,,9.0,13.0
2013-06,,,,,20754.28,6.81,10.08,2.3,0.3335,93.283615,6.036125096,,,9.0,13.0
2013-07,,,,,21048.74074074074,6.93,10.08,2.5822727272727275,0.3409090909090909,93.87238636363637,6.036125096,,,9.0,13.0
2013-08,,,,,21088.846153846152,6.81,9.69,2.7372727272727273,0.3563636363636364,93.71488636363637,6.036125096,,,9.0,13.0
2013-09,,,,,21062.69230769231,6.81,9.69,2.8095,0.404,93.470565,6.036125096,,,7.0,13.0
2013-10,,,,,21083.46153846154,6.93,9.63,2.6159090909090907,0.33545454545454545,92.49926818181818,6.036125096,,,7.0,13.0
2013-11,,,,,21072.761904761905,6.81,9.63,2.718421052631579,0.3036842105263158,93.37366842105263,6.036125096,,,7.0,13.0
2013-12,,,,,21063.409090909092,6.69,9.63,2.901904761904762,0.33999999999999997,93.53402,6.036125096,,,7.0,13.0
2014-01,6.841260529826071,8.23779082108938,8.989042408309396,,21021.782608695652,6.69,9.63,2.858095238095238,0.3938095238095238,94.46474761904763,1.8391620993,,,7.0,13.0
2014-02,6.54166572899192,7.981004100671311,8.919072430281737,,21025.95,6.57,9.63,2.709473684210526,0.3268421052631579,94.64558235294118,1.8391620993,,,7.0,13.0
2014-03,5.894106279492901,7.542192099779923,8.831743103063312,,21047.545454545456,6.0,9.48,2.723333333333333,0.3990476190476191,94.44082105263158,1.8391620993,,,7.0,13.0
