date,gold_usd_oz,usd_vnd,usd_cny
2018-07-13,1239.5999755859375,,
2018-07-15,,23010.0,6.6946001052856445
2018-07-16,1238.0999755859375,23012.400390625,6.6915998458862305
2018-07-17,1225.699951171875,23006.80078125,6.7067999839782715
2018-07-18,1226.300048828125,23016.19921875,6.717700004577637
2018-07-19,1222.4000244140625,23017.0,6.771699905395508
2018-07-20,1229.5,,
2018-07-22,,22555.69921875,6.7581000328063965
2018-07-23,1224.0,23018.0,6.791999816894531
2018-07-24,1223.9000244140625,23216.0,6.790500164031982
2018-07-25,1231.4000244140625,23182.5,6.768700122833252
2018-07-26,1225.300048828125,23145.0,6.782800197601318
2018-07-27,1222.5999755859375,,
2018-07-29,,23197.5,6.812699794769287
2018-07-30,1221.300048828125,23222.5,6.814899921417236
2018-07-31,1223.699951171875,23248.0,6.811699867248535
2018-08-01,1217.9000244140625,23256.5,6.8225998878479
2018-08-02,1210.5999755859375,23247.5,6.832799911499023
2018-08-03,1214.199951171875,,
2018-08-05,,23271.0,6.833199977874756
2018-08-06,1208.5999755859375,23272.5,6.854100227355957
2018-08-07,1209.5999755859375,23268.0,6.833600044250488
2018-08-08,1212.5999755859375,23249.0,6.83519983291626
2018-08-09,1211.9000244140625,23242.5,6.817200183868408
2018-08-10,1211.0999755859375,,
2018-08-12,,23242.0,6.846199989318848
2018-08-13,1191.300048828125,23280.0,6.889400005340576
2018-08-14,1193.0,23280.0,6.884699821472168
2018-08-15,1177.5,23277.5,6.933800220489502
2018-08-16,1176.199951171875,23278.0,6.881499767303467
2018-08-17,1176.5,,
2018-08-19,,23259.0,6.8765997886657715
2018-08-20,1186.800048828125,23238.0,6.856800079345703
2018-08-21,1192.5999755859375,23234.0,6.8454999923706055
2018-08-22,1196.300048828125,23240.0,6.843200206756592
2018-08-23,1187.0,23247.0,6.877500057220459
2018-08-24,1206.300048828125,,
2018-08-26,,22872.400390625,6.800600051879883
2018-08-27,1209.0,23259.0,6.813300132751465
2018-08-28,1207.4000244140625,23261.5,6.804200172424316
2018-08-29,1204.5,23266.0,6.818699836730957
2018-08-30,1197.699951171875,23268.0,6.843100070953369
2018-08-31,1200.300048828125,,
2018-09-02,,23279.0,6.83459997177124
2018-09-03,,23271.0,6.8221001625061035
2018-09-04,1192.699951171875,23289.900390625,6.84250020980835
2018-09-05,1194.9000244140625,23279.0,6.829999923706055
2018-09-06,1197.9000244140625,23279.5,6.834400177001953
2018-09-07,1193.5999755859375,,
2018-09-09,,23291.5,6.839099884033203
2018-09-10,1193.0,23267.5,6.855299949645996
2018-09-11,1195.4000244140625,23249.19921875,6.8744001388549805
2018-09-12,1204.699951171875,23245.400390625,6.859899997711182
2018-09-13,1202.0,23242.0,6.842899799346924
2018-09-14,1195.0,,
2018-09-16,,23213.5,6.865600109100342
2018-09-17,1199.699951171875,23256.5,6.855500221252441
2018-09-18,1196.800048828125,23246.5,6.860199928283691
2018-09-19,1202.199951171875,23272.5,6.84689998626709
2018-09-20,1206.199951171875,23287.5,6.845900058746338
2018-09-21,1196.199951171875,,
2018-09-23,,22978.900390625,6.8566999435424805
2018-09-24,1199.300048828125,23024.69921875,6.8734002113342285
2018-09-25,1200.0,23310.5,6.866300106048584
2018-09-26,1194.0,23313.5,6.876100063323975
2018-09-27,1182.300048828125,23312.5,6.880300045013428
2018-09-28,1191.5,,
2018-09-30,,23292.5,6.8678998947143555
2018-10-01,1187.0999755859375,23296.0,6.8678998947143555
2018-10-02,1202.4000244140625,23292.5,6.8678998947143555
2018-10-03,1198.300048828125,23307.5,6.867800235748291
2018-10-04,1197.199951171875,23311.5,6.8678998947143555
2018-10-05,1201.199951171875,,
2018-10-07,,22910.400390625,6.85890007019043
2018-10-08,1184.4000244140625,23317.5,6.929800033569336
2018-10-09,1187.199951171875,23321.5,6.921800136566162
2018-10-10,1189.300048828125,23316.0,6.923299789428711
2018-10-11,1223.5,23311.0,6.888599872589111
2018-10-12,1218.0999755859375,,
2018-10-14,,23310.5,6.921199798583984
2018-10-15,1226.4000244140625,23297.5,6.915900230407715
2018-10-16,1227.300048828125,23304.0,6.910999774932861
2018-10-17,1223.699951171875,23310.0,6.926300048828125
2018-10-18,1226.5,23312.5,6.936699867248535
2018-10-19,1225.300048828125,,
2018-10-21,,23311.80078125,6.928599834442139
2018-10-22,1221.199951171875,23313.5,6.946499824523926
2018-10-23,1233.4000244140625,23313.5,6.937399864196777
2018-10-24,1227.800048828125,23321.599609375,6.942999839782715
2018-10-25,1229.0999755859375,23320.0,6.947999954223633
2018-10-26,1232.5,,
2018-10-29,1224.5,22898.599609375,6.942500114440918
2018-10-30,1222.5999755859375,23310.5,6.951900005340576
2018-10-31,1212.300048828125,23310.0,6.966300010681152
2018-11-01,1236.0,23311.099609375,6.974699974060059
2018-11-02,1230.9000244140625,23308.400390625,6.922399997711182
2018-11-05,1229.800048828125,23307.0,6.889900207519531
2018-11-06,1223.800048828125,23300.0,6.924799919128418
2018-11-07,1226.199951171875,23291.0,6.918499946594238
2018-11-08,1222.9000244140625,23295.0,6.909999847412109
2018-11-09,1206.4000244140625,23289.19921875,6.933499813079834
2018-11-12,1201.300048828125,23260.0,6.955900192260742
2018-11-13,1199.199951171875,23267.5,6.962500095367432
2018-11-14,1207.9000244140625,23280.0,6.9552001953125
2018-11-15,1212.800048828125,23278.599609375,6.94950008392334
2018-11-16,1220.800048828125,23274.0,6.938199996948242
2018-11-19,1223.0999755859375,22771.30078125,6.936999797821045
2018-11-20,1219.0,23276.5,6.940999984741211
2018-11-21,1225.800048828125,23302.0,6.944399833679199
2018-11-22,,23318.0,6.926199913024902
2018-11-23,1221.0,23318.0,6.931000232696533
2018-11-26,1220.199951171875,23021.400390625,6.947500228881836
2018-11-27,1211.199951171875,23306.0,6.930799961090088
2018-11-28,1221.4000244140625,23312.5,6.9506001472473145
2018-11-29,1224.0999755859375,23301.0,6.952899932861328
2018-11-30,1220.199951171875,23292.5,6.941500186920166
2018-12-03,1233.9000244140625,23074.900390625,6.958000183105469
2018-12-04,1241.0999755859375,23267.5,6.882299900054932
2018-12-05,,23257.5,6.836299896240234
2018-12-06,1238.0999755859375,23270.0,6.855800151824951
2018-12-07,1246.800048828125,23297.5,6.881700038909912
2018-12-10,1243.699951171875,23277.5,6.87470006942749
2018-12-11,1241.9000244140625,23271.0,6.910999774932861
2018-12-12,1244.4000244140625,23270.0,6.89900016784668
2018-12-13,1242.699951171875,23268.099609375,6.879000186920166
2018-12-14,1237.0,23255.0,6.88070011138916
2018-12-17,1247.4000244140625,23253.0,6.906599998474121
2018-12-18,1249.199951171875,23284.0,6.896200180053711
2018-12-19,1252.0999755859375,23285.5,6.894199848175049
2018-12-20,1263.5999755859375,23278.5,6.890999794006348
2018-12-21,1253.800048828125,23267.5,6.884099960327148
2018-12-24,1267.5,23248.5,6.905399799346924
2018-12-25,,22939.900390625,6.898099899291992
2018-12-26,1269.199951171875,23243.5,6.8983001708984375
2018-12-27,1277.300048828125,23243.0,6.898099899291992
2018-12-28,1279.9000244140625,23187.5,6.865300178527832
2018-12-31,1278.300048828125,23194.0,6.877200126647949
2019-01-01,,23160.0,6.877600193023682
2019-01-02,1281.0,23194.0,6.877500057220459
2019-01-03,1291.800048828125,23194.0,6.861100196838379
2019-01-04,1282.699951171875,23194.0,6.871099948883057
2019-01-07,1286.800048828125,23194.0,6.8684000968933105
2019-01-08,1283.199951171875,23194.0,6.849999904632568
2019-01-09,1289.300048828125,23194.0,6.852200031280518
2019-01-10,1284.699951171875,23194.0,6.8155999183654785
2019-01-11,1287.0999755859375,23194.0,6.787499904632568
2019-01-14,1289.0999755859375,23194.0,6.76200008392334
2019-01-15,1286.199951171875,23194.0,6.767099857330322
2019-01-16,1291.5999755859375,23194.0,6.750999927520752
2019-01-17,1291.0,23194.0,6.75600004196167
2019-01-18,1281.300048828125,23194.0,6.775400161743164
2019-01-21,,23194.0,6.7778000831604
2019-01-22,1282.5,23194.0,6.797299861907959
2019-01-23,1283.0999755859375,23194.0,6.807000160217285
2019-01-24,1279.0999755859375,23194.0,6.790999889373779
2019-01-25,1297.4000244140625,23194.0,6.787600040435791
2019-01-28,1302.4000244140625,22733.19921875,6.746399879455566
2019-01-29,1308.199951171875,23194.0,6.74429988861084
2019-01-30,1309.9000244140625,23194.0,6.73199987411499
2019-01-31,1319.699951171875,23194.0,6.7154998779296875
2019-02-01,1316.9000244140625,23203.0,6.69980001449585
2019-02-04,1314.300048828125,23203.0,6.743800163269043
2019-02-05,1314.199951171875,23203.0,6.743800163269043
2019-02-06,1309.5,23203.0,6.734799861907959
2019-02-07,1309.4000244140625,23203.0,6.743800163269043
2019-02-08,1313.699951171875,23203.0,6.743800163269043
2019-02-11,1307.0,22862.69921875,6.743800163269043
2019-02-12,1309.199951171875,23203.0,6.791399955749512
2019-02-13,1310.800048828125,23203.0,6.7729997634887695
2019-02-14,1309.800048828125,23203.0,6.759399890899658
2019-02-15,1318.0999755859375,23203.0,6.771200180053711
2019-02-18,,23203.0,6.77209997177124
2019-02-19,1340.0999755859375,23203.0,6.765699863433838
2019-02-20,1343.300048828125,23203.0,6.757699966430664
2019-02-21,1323.5,23203.0,6.720300197601318
2019-02-22,1329.199951171875,23203.0,6.719099998474121
2019-02-25,1325.9000244140625,22851.5,6.713200092315674
2019-02-26,1325.0999755859375,23203.0,6.688399791717529
2019-02-27,1317.699951171875,23203.0,6.69920015335083
2019-02-28,1312.800048828125,23198.0,6.686200141906738
2019-03-01,1296.4000244140625,23198.0,6.692999839782715
2019-03-04,1284.800048828125,23198.0,6.705399990081787
2019-03-05,1282.0,23198.0,6.706299781799316
2019-03-06,1284.9000244140625,23198.0,6.706600189208984
2019-03-07,1283.800048828125,23198.0,6.710899829864502
2019-03-08,1297.0,23198.0,6.714099884033203
2019-03-11,1288.800048828125,22793.69921875,6.720600128173828
2019-03-12,1296.300048828125,23198.0,6.725500106811523
2019-03-13,1307.5,23198.0,6.707600116729736
2019-03-14,1293.4000244140625,23198.0,6.706099987030029
2019-03-15,1301.800048828125,23198.0,6.7220001220703125
2019-03-18,1300.300048828125,23198.0,6.712800025939941
2019-03-19,1305.0,23198.0,6.703100204467773
2019-03-20,1300.5,23198.0,6.710999965667725
2019-03-21,1306.0999755859375,23198.0,6.693600177764893
2019-03-22,1311.5999755859375,23198.0,6.698200225830078
2019-03-25,1321.9000244140625,22803.80078125,6.717100143432617
2019-03-26,1314.300048828125,23198.0,6.708399772644043
2019-03-27,1309.9000244140625,23198.0,6.714700222015381
2019-03-28,1289.800048828125,23198.0,6.726200103759766
2019-03-29,1293.0,23198.0,6.738100051879883
2019-03-31,,23198.0,6.711100101470947
2019-04-01,1288.4000244140625,23198.0,6.7104997634887695
2019-04-02,1290.0,23198.0,6.722400188446045
2019-04-03,1289.9000244140625,23198.0,6.701399803161621
2019-04-04,1289.0,23198.0,6.716599941253662
2019-04-05,1290.4000244140625,,
2019-04-07,,23198.0,6.716899871826172
2019-04-08,1297.0999755859375,23198.0,6.715400218963623
2019-04-09,1303.5,23198.0,6.7108001708984375
2019-04-10,1309.0999755859375,23198.0,6.715400218963623
2019-04-11,1288.5999755859375,23198.0,6.718500137329102
2019-04-12,1290.5999755859375,,
2019-04-14,,22833.19921875,6.703199863433838
2019-04-15,1286.800048828125,23164.5,6.707699775695801
2019-04-16,1272.5999755859375,23167.5,6.71120023727417
2019-04-17,1272.199951171875,23163.5,6.68720006942749
2019-04-18,1271.9000244140625,23168.5,6.708099842071533
2019-04-21,,23177.5,6.703400135040283
2019-04-22,1273.5,22868.400390625,6.708499908447266
2019-04-23,1269.300048828125,23182.5,6.724899768829346
2019-04-24,1275.5,23182.80078125,6.720900058746338
2019-04-25,1275.800048828125,23185.0,6.742099761962891
2019-04-26,1284.9000244140625,,
2019-04-28,,22876.30078125,6.728799819946289
2019-04-29,1278.5999755859375,23254.900390625,6.732399940490723
2019-04-30,1282.800048828125,23255.0,6.733799934387207
2019-05-01,1281.4000244140625,23243.80078125,6.734000205993652
2019-05-02,1269.699951171875,23235.0,6.73390007019043
2019-05-03,1279.199951171875,,
2019-05-05,,23217.5,6.73360013961792
2019-05-06,1281.699951171875,23246.5,6.763599872589111
2019-05-07,1283.5,23260.0,6.776000022888184
2019-05-08,1279.4000244140625,23332.5,6.7820000648498535
2019-05-09,1283.5,23365.0,6.826499938964844
2019-05-10,1285.699951171875,,
2019-05-12,,23312.5,6.8231000900268555
2019-05-13,1300.0999755859375,23294.0,6.877299785614014
2019-05-14,1294.699951171875,23345.0,6.874899864196777
2019-05-15,1296.300048828125,23290.0,6.875199794769287
2019-05-16,1285.0,23272.69921875,6.882800102233887
2019-05-17,1274.5,,
2019-05-19,,23357.5,6.917699813842773
2019-05-20,1276.0999755859375,23372.5,6.911300182342529
2019-05-21,1272.0,,
2019-05-22,1273.5999755859375,23048.599609375,6.905399799346924
2019-05-23,1284.800048828125,23354.0,6.9095001220703125
2019-05-24,1283.0,,
2019-05-26,,22990.19921875,6.8993000984191895
2019-05-27,,23355.0,6.897200107574463
2019-05-28,1276.5,23087.19921875,6.90910005569458
2019-05-29,1280.5999755859375,23367.5,6.913400173187256
2019-05-30,1287.0999755859375,23382.69921875,6.900899887084961
2019-05-31,1305.800048828125,,
2019-06-02,,22945.900390625,6.904099941253662
