period,value,series,source_code
2020-06-01,4.1875,deposit_rate,M.VN.FIDR_PA
2020-07-01,4.0,deposit_rate,M.VN.FIDR_PA
2020-08-01,3.8,deposit_rate,M.VN.FIDR_PA
2020-09-01,3.75,deposit_rate,M.VN.FIDR_PA
2020-10-01,3.6,deposit_rate,M.VN.FIDR_PA
2020-11-01,3.5,deposit_rate,M.VN.FIDR_PA
2020-12-01,3.38,deposit_rate,M.VN.FIDR_PA
2021-01-01,3.38,deposit_rate,M.VN.FIDR_PA
2021-02-01,3.36,deposit_rate,M.VN.FIDR_PA
2021-03-01,3.34,deposit_rate,M.VN.FIDR_PA
2021-04-01,3.34,deposit_rate,M.VN.FIDR_PA
2021-07-01,3.38,deposit_rate,M.VN.FIDR_PA
2021-08-01,3.38,deposit_rate,M.VN.FIDR_PA
2021-09-01,3.4,deposit_rate,M.VN.FIDR_PA
2021-10-01,3.39,deposit_rate,M.VN.FIDR_PA
2021-11-01,3.39,deposit_rate,M.VN.FIDR_PA
2021-12-01,3.39,deposit_rate,M.VN.FIDR_PA
2022-01-01,3.4,deposit_rate,M.VN.FIDR_PA
2022-02-01,3.39,deposit_rate,M.VN.FIDR_PA
2022-03-01,3.43,deposit_rate,M.VN.FIDR_PA
2022-04-01,3.44,deposit_rate,M.VN.FIDR_PA
2022-05-01,3.46,deposit_rate,M.VN.FIDR_PA
2022-06-01,3.49,deposit_rate,M.VN.FIDR_PA
2022-07-01,3.53,deposit_rate,M.VN.FIDR_PA
2022-08-01,3.59,deposit_rate,M.VN.FIDR_PA
2022-09-01,3.71,deposit_rate,M.VN.FIDR_PA
2022-10-01,4.17,deposit_rate,M.VN.FIDR_PA
2022-11-01,4.81,deposit_rate,M.VN.FIDR_PA
2022-12-01,5.39,deposit_rate,M.VN.FIDR_PA
2023-01-01,5.67,deposit_rate,M.VN.FIDR_PA
2023-02-01,5.7,deposit_rate,M.VN.FIDR_PA
2023-04-01,5.59,deposit_rate,M.VN.FIDR_PA
2023-05-01,5.42,deposit_rate,M.VN.FIDR_PA
2023-06-01,5.01,deposit_rate,M.VN.FIDR_PA
2023-07-01,4.68,deposit_rate,M.VN.FIDR_PA
2023-08-01,4.4,deposit_rate,M.VN.FIDR_PA
2023-09-01,4.15,deposit_rate,M.VN.FIDR_PA
2023-11-01,3.7,deposit_rate,M.VN.FIDR_PA
2023-12-01,3.49,deposit_rate,M.VN.FIDR_PA
